anio_acci,nro_acci,fecha,desc_dia,hora_aprox,desc_ruta,km,cant_participantes,desc_participante,calle_avenida_km,total,heridos_leves,heridos_graves,heridos_gravisimos,ilesos,fallecidos,sin_datos,posicion_XY,desc_tipo_via,desc_ruta_ori,desc_loc,desc_dpto,desc_tipo_calzada,desc_tipo_banquina,desc_unidad_regional,desc_lugar_calzada,desc_zona,desc_prioridad,desc_estado_semaforo,desc_lugar_via,desc_estado_via,desc_estado_visibilidad,desc_luminosidad,desc_estado_clima,desc_tipo_colision,desc_tipo_atropello,desc_tipo_hecho,desc_pres_calzada,desc_senializacion,desc_separacion_via,desc_restriccion
2020,2,2020-01-05,Domingo,01:30:00,,0.0,2,"Peatón,Automóvil",Rueda Y Av. Ovidio Lagos,2,1,0,0,1,0,0,"-32.96692, -60.66745",S/D,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,S/D,Ninguna,No existe,Intersección,Bueno,Buena,"Nocturna,Con luz artificial",Buen Tiempo,S/D,Peatón,Atropello,Ninguna,Vertical,Ninguna,Sin restricción
2020,3,2020-01-05,Domingo,22:45:00,,0.0,2,"Moto/Ciclomotor,Moto/Ciclomotor",Paraguay Y Rueda,2,2,0,0,0,0,0,"-32.97009, -60.64997",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,"Nocturna,Con luz artificial",Buen Tiempo,S/D,S/D,Colisión,Ninguna,Vertical,Ninguna,Sin restricción
2020,4,2020-01-07,Martes,11:30:00,,0.0,2,"Peatón,Pickup/Utilitario",Bv. Oroño 1515,2,1,0,0,1,0,0,"-32.95262, -60.65518",S/D,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,S/D,Semáforo,Funciona,Recta,Bueno,Buena,Diurna,Buen Tiempo,S/D,Peatón,Atropello,S/D,Vertical,Ninguna,Sin restricción
2020,5,2020-01-07,Martes,07:50:00,,0.0,2,"Automóvil,Moto/Ciclomotor",MONTEVIDEO Y ALSINA,2,1,0,0,1,0,0,"-32.94932, -60.67884",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Colisión,Ninguna,Vertical,Ninguna,Sin restricción
2020,6,2020-01-10,Viernes,14:00:00,,0.0,2,"Bicicleta,Automóvil",Riobamba Y Colon,2,1,0,0,1,0,0,"-32.9653, -60.62976",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,Ciclista,Atropello,Ninguna,Vertical,Línea divisoria pintada,Sin restricción
2020,7,2020-01-15,Miercoles,,,0.0,2,"Bicicleta,Automóvil",Jujuy Y Santiago,2,1,0,0,1,0,0,"-32.93508, -60.65397",Calle,,ROSARIO,Rosario,Asfalto,S/D,II,Dentro,Urbana,S/D,S/D,Intersección,S/D,S/D,S/D,S/D,S/D,S/D,Colisión,S/D,S/D,Cordón divisorio,S/D
2020,8,2020-01-09,Jueves,19:30:00,,0.0,2,"Peatón,Automóvil",San Lorenzo 3900,2,1,0,0,1,0,0,"-32.93727, -60.6759",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Recta,Bueno,Buena,Atardecer,Buen Tiempo,S/D,Peatón,Atropello,Ninguna,Vertical,Ninguna,Sin restricción
2020,9,2020-01-14,Martes,10:00:00,,0.0,2,"Moto/Ciclomotor,Automóvil",España Y San Luis,2,0,1,0,1,0,0,"-32.94753, -60.64715",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Semáforo,Funciona,Recta,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Colisión,Ninguna,Vertical,Ninguna,Sin restricción
2020,10,2020-01-14,Martes,18:25:00,,0.0,2,"Bicicleta,Moto/Ciclomotor",Av. Pellegrini Y Vera Mujica,2,0,1,0,1,0,0,"-32.95218, -60.66963",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Semáforo,Funciona,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,Ciclista,Atropello,Ninguna,Vertical,Ninguna,Sin restricción
2020,11,2020-01-13,Lunes,,,0.0,2,"Moto/Ciclomotor,Automóvil",Av. Pellegrini Y Bv. Avellaneda,2,1,0,0,1,0,0,"-32.95006, -60.68196",Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Semáforo,Funciona,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Colisión,Ninguna,Vertical,Ninguna,Sin restricción
2020,12,2020-01-29,Miercoles,06:00:00,,0.0,1,Moto/Ciclomotor,Av. Illia ,2,2,0,0,0,0,0,"    -32.92786, -60.77706",Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,S/D,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,"Cañda ocupante,Despiste",Ninguna,S/D,Ninguna,Sin restricción
2020,13,2020-01-14,Martes,,,0.0,2,"Automóvil,Moto/Ciclomotor",Av. Pellegrini Y Vera Mujica,2,1,0,0,1,0,0,"-32.9521, -60.66961",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Semáforo,Funciona,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Colisión,Ninguna,Vertical,Ninguna,Sin restricción
2020,14,2020-01-27,Lunes,19:30:00,,0.0,2,"Automóvil,Taxi/Remis",Av. E.Lopez ,2,1,0,0,1,0,0,"    -32.92949, -60.65303",Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Semáforo,Funciona,Recta,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Colisión,Ninguna,Vertical,Ninguna,Sin restricción
2020,15,2020-01-26,Domingo,06:25:00,,0.0,1,Automóvil,Guemes Y Santiago,9,8,1,0,0,0,0,"    -32.93274, -60.65334",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Despiste,Ninguna,S/D,Ninguna,Sin restricción
2020,16,2020-01-10,Viernes,12:00:00,,0.0,2,"Moto/Ciclomotor,Pickup/Utilitario",Ocampo Y J.M.de Rosas,2,0,1,0,1,0,0,"-32.96767, -60.6363",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Colisión,Ninguna,Vertical,Ninguna,Sin restricción
2020,17,2020-01-10,Viernes,14:10:00,,0.0,2,"Pickup/Utilitario,Moto/Ciclomotor",Urquiza Y Callao,2,1,0,0,1,0,0,"-32.93904, -60.65916",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Colisión,Ninguna,Vertical,Ninguna,Sin restricción
2020,18,2020-01-28,Martes,09:30:00,,0.0,2,"Bicicleta,Automóvil",Tucuman 1900,2,1,0,0,1,0,0,"    -32.93982, -60.64805",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Recta,Bueno,Buena,Diurna,Buen Tiempo,S/D,Ciclista,Atropello,Ninguna,Vertical,Ninguna,Sin restricción
2020,19,2020-01-24,Viernes,09:40:00,,0.0,2,"Bicicleta,Camión Chasis",Mariano Moreno Y Viamonte,2,1,0,0,1,0,0,"    -32.96309, -60.65533",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Semáforo,Funciona,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,Ciclista,Atropello,Ninguna,Vertical,Ninguna,Sin restricción
2020,20,2020-01-24,Viernes,22:30:00,,0.0,2,"Automóvil,Automóvil",Bv. 27 De Febrero Y Colon,2,1,0,0,1,0,0,"    -32.96989, -60.63082",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,"Nocturna,Con luz artificial",Buen Tiempo,S/D,S/D,Colisión,Ninguna,Vertical,Ninguna,Sin restricción
2020,21,2020-01-24,Viernes,17:15:00,,0.0,2,"Automóvil,Automóvil",Bv. Oroño Y Lugones,2,1,0,0,1,0,0,"    -32.95833, -60.65688",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Colisión,S/D,Faltante,Ninguna,Sin restricción
2020,22,2020-01-29,Miercoles,17:50:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Av. Pellegrini Y Mariano Moreno,3,1,0,0,2,0,0,"    -32.95499, -60.65329",Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Semáforo,Funciona,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Colisión,Ninguna,Vertical,Ninguna,Sin restricción
2020,23,2020-01-30,Jueves,22:30:00,,0.0,2,"Bicicleta,Automóvil",Laprida ,3,2,0,0,1,0,0,"    -32.97893, -60.64225",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,"Nocturna,Con luz artificial",Buen Tiempo,S/D,Ciclista,Atropello,Ninguna,Vertical,Ninguna,Sin restricción
2020,24,2020-01-16,Jueves,09:20:00,,0.0,2,"Automóvil,Moto/Ciclomotor",Superi Y Anchoris,2,1,0,0,1,0,0,"-32.89594, -60.70029",Calle,,ROSARIO,Rosario,Asfalto,S/D,II,S/D,Urbana,Ninguna,S/D,Intersección,Bueno,S/D,Diurna,Buen Tiempo,De alcance,S/D,Colisión,Ninguna,Vertical,Ninguna,Sin restricción
2020,25,2020-01-16,Jueves,10:45:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Bv. Segui Y Entre Rios,3,2,0,0,1,0,0,"-32.97868, -60.64919",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,S/D,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,Ninguna,Vertical,Cordón divisorio,Sin restricción
2020,26,2020-01-16,Jueves,18:20:00,,0.0,3,"Moto/Ciclomotor,Moto/Ciclomotor,Automóvil",San Martin Y Cabildo,4,3,0,0,1,0,0,"-33.00739, -60.65019",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,S/D,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,Ninguna,Faltante,Ninguna,Sin restricción
2020,27,2020-01-16,Jueves,21:35:00,,0.0,2,"Moto/Ciclomotor,Pickup/Utilitario",Panama Y Mejico,4,1,0,0,3,0,0,"-31.78368, -60.83751",Calle,,SAUCE VIEJO,La Capital,"Tierra,Ripio",Natural,I,S/D,Urbana,Ninguna,No existe,Intersección,Ahuellamiento,Reducida,"Nocturna,Con luz artificial",Buen Tiempo,De alcance,S/D,Colisión,Material Suelto,S/D,Ninguna,Sin restricción
2020,28,2020-01-16,Jueves,22:30:00,,0.0,2,"Moto/Ciclomotor,Moto/Ciclomotor",Hugo Wast Y Reinares,3,2,1,0,0,0,0,"-31.5746, -60.73916",Calle,,SANTA FE,La Capital,Asfalto,No existe,I,S/D,Urbana,Ninguna,No existe,Intersección,Con baches,Reducida,Nocturna,Buen Tiempo,Frontal,S/D,Colisión,Material Suelto,Faltante,Ninguna,Sin restricción
2020,30,2020-01-16,Jueves,16:50:00,,0.0,2,"Pickup/Utilitario,Automóvil",Avellaneda Y R Godoy,2,1,0,0,1,0,0,"-31.6188, -60.68213",Calle,,SANTA FE,La Capital,Asfalto,No existe,I,S/D,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,Ninguna,S/D,Ninguna,Sin restricción
2020,31,2020-01-16,Jueves,,,0.0,2,"Moto/Ciclomotor,Automóvil",Av Blas Parera Y J M Zuviria,2,1,0,0,1,0,0,"-31.61302, -60.71809",Avenida,,SANTA FE,La Capital,Asfalto,No existe,I,S/D,Urbana,Semáforo,Funciona,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,S/D,Vertical,Línea divisoria pintada,Sin restricción
2020,32,2020-01-16,Jueves,,,0.0,2,"Moto/Ciclomotor,Automóvil",Av Pte Peron 4900,2,1,0,0,1,0,0,"-31.61866, -60.71845",Avenida,,SANTA FE,La Capital,Asfalto,No existe,I,S/D,Urbana,Semáforo,Funciona,Recta,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,S/D,Vertical,Línea divisoria pintada,Sin restricción
2020,33,2020-01-10,Viernes,16:40:00,,0.0,2,"Pickup/Utilitario,Automóvil",San Juan Y Iriondo,3,1,0,0,2,0,0,"-32.94453, -60.6706",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Colisión,Ninguna,Vertical,Ninguna,Sin restricción
2020,34,2020-01-08,Miercoles,15:10:00,,0.0,2,"Camión Chasis,Camión Chasis",Camino de los Granaderos 3100,2,1,0,0,1,0,0,"-32.88616, -60.70999",Calle,,ROSARIO,Rosario,Asfalto,Pavimento,II,S/D,Urbana,Ninguna,No existe,Recta,Bueno,Buena,Diurna,Buen Tiempo,De alcance,S/D,Colisión,Ninguna,Vertical,Ninguna,Sin restricción
2020,35,2020-01-10,Viernes,21:10:00,,0.0,2,"Moto/Ciclomotor,Moto/Ciclomotor",Villa del Parque Y Conway,3,1,0,0,2,0,0,"-32.88438, -60.72818",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Nocturna,Buen Tiempo,Lateral,S/D,Colisión,Ninguna,S/D,Ninguna,Sin restricción
2020,36,2020-01-12,Domingo,18:10:00,,0.0,2,"Automóvil,Pickup/Utilitario",Av. Corrientes Y Cerrito,2,1,0,0,1,0,0,"-32.96112, -60.64621",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Colisión,Ninguna,Vertical,Ninguna,Sin restricción
2020,37,2020-01-14,Martes,20:20:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Saavedra Y L.N.Alem,4,1,0,0,3,0,0,"-32.97969, -60.63623",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Con luz artificial,Buen Tiempo,S/D,S/D,Colisión,Ninguna,Faltante,Ninguna,Sin restricción
2020,38,2020-01-14,Martes,18:30:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Dinamarca Bis ,2,1,0,0,1,0,0,"-32.99748, -60.61952",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,S/D,No existe,Intersección,Bueno,S/D,Diurna,Buen Tiempo,Lateral,S/D,Colisión,Ninguna,S/D,Ninguna,Sin restricción
2020,39,2020-01-14,Martes,15:00:00,,0.0,2,"Bicicleta,Automóvil",Laprida 2700,2,1,0,0,1,0,0,"-33.00301, -60.64696",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Recta,Bueno,Buena,Diurna,Buen Tiempo,S/D,Ciclista,Atropello,Ninguna,Faltante,Ninguna,Sin restricción
2020,40,2020-01-09,Jueves,05:30:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Centenario Y Mitre,2,1,0,0,0,0,1,"-33.00427, -60.65027",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Reducida,Diurna,Otro,De alcance,S/D,Colisión,Ninguna,Faltante,Ninguna,Sin restricción
2020,41,2020-01-12,Domingo,14:05:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Bv. Segui Y Av. Corrientes,3,2,0,0,1,0,0,"-32.97841, -60.65059",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,Ninguna,Faltante,Cordón divisorio,Sin restricción
2020,42,2020-01-11,Sabado,13:15:00,,0.0,2,"Moto/Ciclomotor,Taxi/Remis",Congreso Y Pje. Pericles,2,1,0,0,1,0,0,"-32.99406, -60.6338",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,Ninguna,Faltante,Ninguna,Sin restricción
2020,43,2020-01-09,Jueves,18:35:00,,0.0,2,"Bicicleta,Taxi/Remis",Bv. Segui Bis 100,2,1,0,0,1,0,0,"-32.98154, -60.63256",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,S/D,Buena,Diurna,Buen Tiempo,S/D,Ciclista,Atropello,Ninguna,S/D,Ninguna,Sin restricción
2020,44,2020-01-10,Viernes,16:50:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Bv. Oroño Y Garibaldi,2,1,0,0,1,0,0,"-32.98325, -60.66317",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,S/D,Diurna,Buen Tiempo,Lateral,S/D,Colisión,Ninguna,Faltante,Ninguna,Sin restricción
2020,45,2020-01-13,Lunes,20:15:00,,0.0,1,Moto/Ciclomotor,Bv. Segui 700,3,1,0,0,2,0,0,"-32.97995, -60.64093",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Nocturna,Buen Tiempo,S/D,S/D,Cañda ocupante,Ninguna,Faltante,Cordón divisorio,Sin restricción
2020,46,2020-01-11,Sabado,17:45:00,,0.0,2,"Moto/Ciclomotor,Pickup/Utilitario",Laprida Y Pje. Azara,2,1,0,0,1,0,0,"-32.99308, -60.6458",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Recta,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,Ninguna,Vertical,Ninguna,Sin restricción
2020,47,2020-01-14,Martes,07:20:00,,0.0,2,"Bicicleta,Automóvil",San Martin Y Hilarion de la Quintana,2,1,0,0,1,0,0,"-32.98293, -60.64496",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,Ciclista,Atropello,Ninguna,Faltante,Cordón divisorio,Sin restricción
2020,48,2020-01-13,Lunes,09:30:00,,0.0,2,"Peatón,Pickup/Utilitario",Buenos Aires Y Gaboto,2,1,0,0,1,0,0,"-32.97429, -60.6395",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,Peatón,Atropello,Ninguna,Faltante,Ninguna,Sin restricción
2020,49,2020-01-08,Miercoles,22:15:00,,0.0,2,"Moto/Ciclomotor,Transporte de Pasajeros Urbano (> 8 asientos)",Laprida Y Av. Uriburu,2,1,0,0,0,0,1,"-32.99067, -60.64519",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,Intermitente,Intersección,Bueno,Buena,Nocturna,Buen Tiempo,Lateral,S/D,Colisión,Ninguna,Faltante,Ninguna,Sin restricción
2020,50,2020-01-09,Jueves,17:40:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Bv. Segui Y Buenos Aires,2,1,0,0,1,0,0,"-32.98015, -60.64091",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,Ninguna,Vertical,Cordón divisorio,Sin restricción
2020,51,2020-01-08,Miercoles,14:50:00,,0.0,2,"Pickup/Utilitario,Automóvil",Pje. Hertz Y Ameghino,5,1,0,0,4,0,0,"-32.98823, -60.64222",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Otro,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,Otro,Faltante,Ninguna,Reparación de Va
2020,52,2020-01-24,Viernes,02:00:00,,0.0,2,"Moto/Ciclomotor,Pickup/Utilitario",Ayacucho Y Pasco,3,1,0,0,2,0,0,"    -32.96161, -60.63015",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,"Nocturna,Con luz artificial",Buen Tiempo,S/D,S/D,Colisión,Ninguna,Vertical,Ninguna,Sin restricción
2020,53,2020-01-28,Martes,17:00:00,,0.0,3,"Moto/Ciclomotor,Automóvil,Bicicleta",Av. Ovidio Lagos Y Av. Pellegrini,3,2,0,0,1,0,0,"    -32.95317, -60.66418",Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Semáforo,Funciona,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Múltiple,Ciclista,Atropello,Ninguna,Vertical,Ninguna,Sin restricción
2020,54,2020-01-26,Domingo,11:30:00,,0.0,2,"Moto/Ciclomotor,Otros",Dorrego Y Santa Fe,2,1,0,0,0,0,1,"    -33.00043, -60.66064",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Colisión,Ninguna,Vertical,Ninguna,Sin restricción
2020,55,2020-01-28,Martes,08:40:00,,0.0,2,"Bicicleta,Automóvil",Alsina Y San Luis,2,1,0,0,1,0,0,"    -32.94221, -60.67706",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,Ciclista,Atropello,Ninguna,Vertical,Ninguna,Sin restricción
2020,56,2020-01-27,Lunes,19:15:00,,0.0,2,"Automóvil,Moto/Ciclomotor",Ayolas Y Chacabuco,3,1,0,0,2,0,0,"    -32.97953, -60.6304",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,"Atardecer,Con luz artificial",Buen Tiempo,Lateral,S/D,Colisión,Ninguna,Faltante,Ninguna,Sin restricción
2020,57,2020-01-25,Sabado,11:15:00,,0.0,2,"Bicicleta,Automóvil",San Martin Y Av. Arijon,2,1,0,0,1,0,0,"    -33.00302, -60.64944",Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,S/D,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,Ciclista,Atropello,S/D,S/D,Cordón divisorio,Sin restricción
2020,58,2020-01-24,Viernes,10:30:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Garay Y Mitre,2,1,0,0,1,0,0,"    -32.97424, -60.64658",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,Ninguna,S/D,Ninguna,Sin restricción
2020,59,2020-01-04,Sabado,13:45:00,,0.0,2,"Moto/Ciclomotor,Taxi/Remis",San Luis Y Pte.Roca,2,1,0,0,1,0,0,"-32.94781, -60.6458",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Colisión,Ninguna,Vertical,Ninguna,Sin restricción
2020,60,2020-01-04,Sabado,18:25:00,,0.0,2,"Moto/Ciclomotor,Automóvil",BV. Oroño Y AV. ESTANISLAO LOPEZ,3,2,0,0,1,0,0,"-32.93098, -60.65002",Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Semáforo,Funciona,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Colisión,S/D,Vertical,Ninguna,Sin restricción
2020,61,2020-01-05,Domingo,13:00:00,,0.0,2,"Automóvil,Automóvil",Av. Pellegrini Y Rio De Janeiro,2,1,0,0,1,0,0,"-32.94976, -60.68313",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Semáforo,Funciona,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Colisión,Ninguna,Vertical,Ninguna,Sin restricción
2020,62,2020-01-04,Sabado,,,0.0,4,"Moto/Ciclomotor,Automóvil,Automóvil,Automóvil",Italia 351,5,2,0,0,0,0,3,"-32.97637, -60.65584",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Recta,Bueno,Buena,"Nocturna,Con luz artificial",Buen Tiempo,Múltiple,S/D,Colisión,Ninguna,Vertical,Ninguna,Sin restricción
2020,63,2020-01-07,Martes,15:00:00,,0.0,2,"Automóvil,Bicicleta",Cerrito Y Laprida,3,1,0,0,2,0,0,"-32.96262, -60.63812",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Señal Pare,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,Ciclista,Atropello,Ninguna,Vertical,Ninguna,Sin restricción
2020,64,2020-01-07,Martes,07:55:00,,0.0,2,"Moto/Ciclomotor,Taxi/Remis",Urquiza Y Iriondo,2,1,0,0,1,0,0,"-32.93728, -60.66877",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Señal Pare,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Colisión,Ninguna,Vertical,Ninguna,Sin restricción
2020,65,2020-01-01,Miercoles,,,0.0,2,"Automóvil,Moto/Ciclomotor",Ricchieri Y Montevideo,2,2,0,0,0,0,0,"-32.95177, -60.66522",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Colisión,Ninguna,Vertical,Ninguna,Sin restricción
2020,66,2020-01-07,Martes,20:00:00,,0.0,2,"Transporte de Pasajeros,Moto/Ciclomotor",Palestina ,2,1,0,0,1,0,0,"-32.8859, -60.70683",Calle,,ROSARIO,Rosario,Asfalto,Pavimento,II,Dentro,Urbana,Ninguna,S/D,Intersección,Bueno,Buena,Nocturna,Buen Tiempo,Otro,S/D,Colisión,Ninguna,Horizontal,Ninguna,Sin restricción
2020,67,2020-01-02,Jueves,10:30:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Polledo ,2,1,0,0,1,0,0,"-32.88513, -60.72052",S/D,,ROSARIO,Rosario,Asfalto,Natural,II,S/D,Urbana,S/D,S/D,Recta,S/D,S/D,Nocturna,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D
2020,68,2020-01-07,Martes,11:00:00,,0.0,2,"Automóvil,Moto/Ciclomotor",Cullen Y Ugarte,3,1,0,0,2,0,0,"-32.87803, -60.73068",S/D,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Bueno,S/D,Diurna,Buen Tiempo,S/D,S/D,Colisión,Ninguna,S/D,Ninguna,Sin restricción
