"anio_acci","nro_acci","fecha","desc_dia","fecha_aprox","hora_aprox","desc_ruta","km","cant_participantes","desc_participante","calle_avenida_km","total","heridos_leves","heridos_graves","heridos_gravisimos","ilesos","fallecidos","sin_datos","posicion_XY","desc_tipo_via","desc_ruta_ori","desc_loc","desc_dpto","desc_tipo_calzada","desc_tipo_banquina","desc_unidad_regional","desc_lugar_calzada","desc_zona","desc_prioridad","desc_estado_semaforo","desc_lugar_via","desc_estado_via","desc_estado_visibilidad","desc_luminosidad","desc_estado_clima","desc_tipo_colision","desc_tipo_atropello","desc_tipo_hecho","desc_pres_calzada","desc_senializacion","desc_separacion_via","desc_restriccion"
2015,2409,21/04/2015,"Martes",1,19:30:00,,"0.0",1,"Moto/Ciclomotor","Ruta 11 Avenida Richieri Y Entre Rios",1,1,0,0,0,0,0,,"Avenida",,"SANTO TOMÉ","La Capital","S/D","S/D","I","S/D","S/D","S/D","S/D","S/D","S/D","S/D","Atardecer","S/D","S/D","S/D","S/D","S/D","S/D","S/D","S/D"
2015,2410,04/04/2015,"Sabado",0,18:30:00,,"0.0",1,"Moto/Ciclomotor","Av A del Valle 10000",3,1,1,0,1,0,0,,"Avenida",,"SANTA FE","La Capital","Asfalto","Natural","I","Dentro","Urbana","Marca Vial","No existe","Recta","Con baches","Buena","Atardecer","Buen Tiempo","S/D","S/D","Caída ocupante","Ninguna","Horizontal,Vertical","Ninguna","Sin restricción"
2015,2411,23/04/2015,"Jueves",0,07:30:00,,"0.0",2,"Peatón,Moto/Ciclomotor","Av 7 de marzo Y  Saavedra Miguel de Cervantes",2,1,0,0,1,0,0,"-31.666194444444,-60.767333333333","Calle",,"SANTO TOMÉ","La Capital","Asfalto","S/D","I","Dentro","Urbana","Ninguna","S/D","Intersección","Bueno","S/D","Diurna","Buen Tiempo","S/D","S/D","Atropello","S/D","S/D","Ninguna","Sin restricción"
2015,2412,24/04/2015,"Viernes",0,10:45:00,,"0.0",2,"Moto/Ciclomotor,Automóvil","Avellaneda Y Moreno",2,1,0,0,1,0,0,,"Avenida",,"SANTA FE","La Capital","Hormigón","No existe","I","Dentro","Urbana","Ninguna","No existe","Intersección","Bueno","Buena","Diurna","Buen Tiempo","Lateral","S/D","Colisión","S/D","Horizontal,Vertical","Ninguna","Sin restricción"
2015,2413,29/04/2015,"Miercoles",0,07:45:00,,"0.0",2,"Peatón,Moto/Ciclomotor","12 de septiembre Y Mariano Candioti",2,0,1,0,1,0,0,"-31.682444444444,-60.757444444444","Calle",,"SANTO TOMÉ","La Capital","Asfalto","S/D","I","S/D","Urbana","Ninguna","No existe","Intersección","Bueno","Buena","Amanecer","Lluvia","S/D","S/D","Atropello","Agua","Faltante","S/D","Sin restricción"
2015,2414,17/04/2015,"Viernes",0,20:30:00,,"0.0",2,"Moto/Ciclomotor,Automóvil","Colono Y Rivadavia",2,1,0,0,1,0,0,,"Calle",,"LAGUNA PAIVA","La Capital","Asfalto,Ripio","No existe","I","Dentro","Urbana","Ninguna","No existe","Intersección","Bueno","Buena","Nocturna,Con luz artificial","Buen Tiempo","Lateral","S/D","Colisión","Material Suelto","Horizontal,Vertical","Ninguna","Sin restricción"
2015,2415,04/04/2015,"Sabado",0,08:30:00,,"0.0",2,"Moto/Ciclomotor,Automóvil","Martin de Pueyrredon Y Jose De San Martin",2,1,0,0,1,0,0,,"S/D",,"SANTO TOMÉ","La Capital","Ripio","No existe","I","S/D","Urbana","Ninguna","No existe","Intersección","Bueno","Buena","Diurna","Buen Tiempo","Lateral","S/D","Colisión","S/D","Faltante","S/D","Sin restricción"
2015,2416,05/03/2015,"Jueves",0,10:00:00,,"0.0",2,"Automóvil,Automóvil","Necochea 1200",2,1,0,0,1,0,0,,"Calle",,"ROSARIO","Rosario","Asfalto","S/D","II","Dentro","Urbana","S/D","S/D","Recta","Bueno","S/D","Diurna","Buen Tiempo","Otro","S/D","Colisión","S/D","S/D","S/D","S/D"
2015,2417,21/04/2015,"Martes",0,21:20:00,,"0.0",2,"Moto/Ciclomotor,Moto/Ciclomotor","Regis Martinez Y Laprida",2,1,1,0,0,0,0,,"Avenida",,"SANTA FE","La Capital","Hormigón","No existe","I","S/D","Urbana","Ninguna","No existe","Intersección","Bueno","Reducida","Nocturna","Buen Tiempo","Frontal","S/D","Colisión","S/D","Faltante","Ninguna","Sin restricción"
2015,2418,06/04/2015,"Lunes",0,15:00:00,,"0.0",1,"Moto/Ciclomotor","Estados Unidos de Mexico ",2,2,0,0,0,0,0,,"Calle",,"SANTO TOMÉ","La Capital","Ripio","No existe","I","S/D","Urbana","Ninguna","No existe","Recta","Bueno","Buena","Diurna","Buen Tiempo","Otro","S/D","Caída ocupante,Despiste","Agua","Faltante","Ninguna","Sin restricción"
2015,2419,10/04/2015,"Viernes",0,14:00:00,,"0.0",2,"Moto/Ciclomotor,Pickup/Utilitario","Pres Domingo Faustino Sarmient Y Juan Jose Paso",5,1,0,0,0,0,4,,"Calle",,"SANTO TOMÉ","La Capital","S/D","No existe","I","Dentro","Urbana","Ninguna","No existe","Intersección","Bueno","Buena","Diurna","Buen Tiempo","De alcance","S/D","Colisión","S/D","Faltante","Ninguna","Sin restricción"
2015,2420,21/04/2015,"Martes",0,14:00:00,,"0.0",2,"Moto/Ciclomotor,Automóvil","Av Galicia Y Necochea",2,1,0,0,1,0,0,,"Avenida",,"SANTA FE","La Capital","Asfalto","S/D","I","S/D","Urbana","S/D","S/D","Intersección","Bueno","Buena","Diurna","S/D","S/D","S/D","Colisión","S/D","S/D","S/D","S/D"
